freq,indic_ur,location_code,time_period,obs_value,obs_flag,conf_status,city_name,country_code,country_name,year,indicator,indicator_desc
A,DE1001V,PT001C,2022,1880613,,,Lisbon,PT,Portugal,2022,population_total,"Population on 1 January, total"
A,DE1001V,PT001C,2023,1890880,,,Lisbon,PT,Portugal,2023,population_total,"Population on 1 January, total"
A,DE1001V,SE001C,2015,1464814,,,Stockholm,SE,Sweden,2015,population_total,"Population on 1 January, total"
A,DE1001V,SE001C,2016,1486954,,,Stockholm,SE,Sweden,2016,population_total,"Population on 1 January, total"
A,DE1001V,SE001C,2017,1510464,,,Stockholm,SE,Sweden,2017,population_total,"Population on 1 January, total"
A,DE1001V,SE001C,2018,1534977,,,Stockholm,SE,Sweden,2018,population_total,"Population on 1 January, total"
A,DE1001V,SE001C,2019,1556805,,,Stockholm,SE,Sweden,2019,population_total,"Population on 1 January, total"
A,DE1001V,SE001C,2020,1576798,,,Stockholm,SE,Sweden,2020,population_total,"Population on 1 January, total"
A,DE1001V,SE001C,2021,1582164,,,Stockholm,SE,Sweden,2021,population_total,"Population on 1 January, total"
A,DE1001V,SE001C,2022,1592734,,,Stockholm,SE,Sweden,2022,population_total,"Population on 1 January, total"
A,DE1001V,SE001C,2023,1605943,,,Stockholm,SE,Sweden,2023,population_total,"Population on 1 January, total"
