freq,indic_ur,location_code,time_period,obs_value,obs_flag,conf_status,city_name,country_code,country_name,year,indicator,indicator_desc
A,EC1010V,BE011C,2023,1866.0,e,,BE011C,BE,,2023,unemployed_total,"Persons unemployed, total"
A,EC1010V,BE012C,2021,1996.0,,,BE012C,BE,,2021,unemployed_total,"Persons unemployed, total"
A,EC1010V,BE012C,2022,1688.0,e,,BE012C,BE,,2022,unemployed_total,"Persons unemployed, total"
A,EC1010V,BE012C,2023,1907.0,e,,BE012C,BE,,2023,unemployed_total,"Persons unemployed, total"
A,EC1010V,BE013C,2021,1946.0,,,BE013C,BE,,2021,unemployed_total,"Persons unemployed, total"
A,EC1010V,BE013C,2022,1969.0,e,,BE013C,BE,,2022,unemployed_total,"Persons unemployed, total"
A,EC1010V,BE013C,2023,1960.0,e,,BE013C,BE,,2023,unemployed_total,"Persons unemployed, total"
A,EC1010V,BE014C,2021,5491.0,,,BE014C,BE,,2021,unemployed_total,"Persons unemployed, total"
A,EC1010V,BE014C,2022,5103.0,e,,BE014C,BE,,2022,unemployed_total,"Persons unemployed, total"
A,EC1010V,BE014C,2023,5000.0,e,,BE014C,BE,,2023,unemployed_total,"Persons unemployed, total"
A,EC1010V,BE015C,2021,4050.0,,,BE015C,BE,,2021,unemployed_total,"Persons unemployed, total"
A,EC1010V,BE015C,2022,3908.0,e,,BE015C,BE,,2022,unemployed_total,"Persons unemployed, total"
A,EC1010V,BE015C,2023,3744.0,e,,BE015C,BE,,2023,unemployed_total,"Persons unemployed, total"
A,EC1010V,BG,2015,285605.0,,,BG,BG,,2015,unemployed_total,"Persons unemployed, total"
A,EC1010V,BG,2016,230355.0,,,BG,BG,,2016,unemployed_total,"Persons unemployed, total"
A,EC1010V,BG,2017,183700.0,,,BG,BG,,2017,unemployed_total,"Persons unemployed, total"
A,EC1010V,BG,2018,153774.0,,,BG,BG,,2018,unemployed_total,"Persons unemployed, total"
A,EC1010V,BG001C,2015,32477.0,,,BG001C,BG,,2015,unemployed_total,"Persons unemployed, total"
A,EC1010V,BG001C,2016,27250.0,,,BG001C,BG,,2016,unemployed_total,"Persons unemployed, total"
A,EC1010V,BG001C,2017,20481.0,,,BG001C,BG,,2017,unemployed_total,"Persons unemployed, total"
A,EC1010V,BG001C,2018,13849.0,,,BG001C,BG,,2018,unemployed_total,"Persons unemployed, total"
A,EC1010V,BG001C,2019,9390.0,e,,BG001C,BG,,2019,unemployed_total,"Persons unemployed, total"
A,EC1010V,BG001C,2020,13057.0,e,,BG001C,BG,,2020,unemployed_total,"Persons unemployed, total"
A,EC1010V,BG001C,2021,29028.0,,,BG001C,BG,,2021,unemployed_total,"Persons unemployed, total"
A,EC1010V,BG001C,2022,13019.0,e,,BG001C,BG,,2022,unemployed_total,"Persons unemployed, total"
A,EC1010V,BG002C,2015,8874.0,,,BG002C,BG,,2015,unemployed_total,"Persons unemployed, total"
A,EC1010V,BG002C,2016,7411.0,,,BG002C,BG,,2016,unemployed_total,"Persons unemployed, total"
A,EC1010V,BG002C,2017,5616.0,,,BG002C,BG,,2017,unemployed_total,"Persons unemployed, total"
A,EC1010V,BG002C,2018,3810.0,,,BG002C,BG,,2018,unemployed_total,"Persons unemployed, total"
A,EC1010V,BG002C,2019,2591.0,e,,BG002C,BG,,2019,unemployed_total,"Persons unemployed, total"
A,EC1010V,BG002C,2020,3609.0,e,,BG002C,BG,,2020,unemployed_total,"Persons unemployed, total"
A,EC1010V,BG002C,2021,9906.0,,,BG002C,BG,,2021,unemployed_total,"Persons unemployed, total"
A,EC1010V,BG002C,2022,3520.0,e,,BG002C,BG,,2022,unemployed_total,"Persons unemployed, total"
A,EC1010V,BG003C,2015,8863.0,,,BG003C,BG,,2015,unemployed_total,"Persons unemployed, total"
A,EC1010V,BG003C,2016,7370.0,,,BG003C,BG,,2016,unemployed_total,"Persons unemployed, total"
A,EC1010V,BG003C,2017,5517.0,,,BG003C,BG,,2017,unemployed_total,"Persons unemployed, total"
A,EC1010V,BG003C,2018,3736.0,,,BG003C,BG,,2018,unemployed_total,"Persons unemployed, total"
A,EC1010V,BG003C,2019,2530.0,e,,BG003C,BG,,2019,unemployed_total,"Persons unemployed, total"
A,EC1010V,BG003C,2020,3516.0,e,,BG003C,BG,,2020,unemployed_total,"Persons unemployed, total"
A,EC1010V,BG003C,2021,10039.0,,,BG003C,BG,,2021,unemployed_total,"Persons unemployed, total"
A,EC1010V,BG003C,2022,3403.0,e,,BG003C,BG,,2022,unemployed_total,"Persons unemployed, total"
A,EC1010V,BG004C,2015,5192.0,,,BG004C,BG,,2015,unemployed_total,"Persons unemployed, total"
A,EC1010V,BG004C,2016,4424.0,,,BG004C,BG,,2016,unemployed_total,"Persons unemployed, total"
A,EC1010V,BG004C,2017,3309.0,,,BG004C,BG,,2017,unemployed_total,"Persons unemployed, total"
A,EC1010V,BG004C,2018,2228.0,,,BG004C,BG,,2018,unemployed_total,"Persons unemployed, total"
A,EC1010V,BG004C,2019,1505.0,e,,BG004C,BG,,2019,unemployed_total,"Persons unemployed, total"
A,EC1010V,BG004C,2020,2082.0,e,,BG004C,BG,,2020,unemployed_total,"Persons unemployed, total"
A,EC1010V,BG004C,2021,6418.0,,,BG004C,BG,,2021,unemployed_total,"Persons unemployed, total"
A,EC1010V,BG004C,2022,2059.0,e,,BG004C,BG,,2022,unemployed_total,"Persons unemployed, total"
A,EC1010V,BG005C,2015,4126.0,,,BG005C,BG,,2015,unemployed_total,"Persons unemployed, total"
A,EC1010V,BG005C,2016,3077.0,,,BG005C,BG,,2016,unemployed_total,"Persons unemployed, total"
A,EC1010V,BG005C,2017,2426.0,,,BG005C,BG,,2017,unemployed_total,"Persons unemployed, total"
A,EC1010V,BG005C,2018,2363.0,,,BG005C,BG,,2018,unemployed_total,"Persons unemployed, total"
