STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,freq,Time frequency,unit,Unit of measure,airpol,Air pollutants and greenhouse gases,src_nfr,"Source sectors for emissions of air pollutants (Nomenclature for reporting, CLRTAP)",geo,Geopolitical entity (reporting),TIME_PERIOD,Time,OBS_VALUE,Observation value,OBS_FLAG,Observation status (Flag) V2 structure,CONF_STATUS,Confidentiality status (flag)
dataflow,ESTAT:ENV_AIR_EMIS(1.0),Air pollutants by source sector,A,Annual,T,Tonne,CO,Carbon monoxide,NFR1A1A,Public electricity and heat production,RO,Romania,2015,,7450,,,,,
dataflow,ESTAT:ENV_AIR_EMIS(1.0),Air pollutants by source sector,A,Annual,T,Tonne,CO,Carbon monoxide,NFR1A1A,Public electricity and heat production,RO,Romania,2016,,7350,,,,,
dataflow,ESTAT:ENV_AIR_EMIS(1.0),Air pollutants by source sector,A,Annual,T,Tonne,CO,Carbon monoxide,NFR1A1A,Public electricity and heat production,RO,Romania,2017,,8140,,,,,
dataflow,ESTAT:ENV_AIR_EMIS(1.0),Air pollutants by source sector,A,Annual,T,Tonne,CO,Carbon monoxide,NFR1A1A,Public electricity and heat production,RO,Romania,2018,,8190,,,,,
dataflow,ESTAT:ENV_AIR_EMIS(1.0),Air pollutants by source sector,A,Annual,T,Tonne,CO,Carbon monoxide,NFR1A1A,Public electricity and heat production,RO,Romania,2019,,7260,,,,,
dataflow,ESTAT:ENV_AIR_EMIS(1.0),Air pollutants by source sector,A,Annual,T,Tonne,CO,Carbon monoxide,NFR1A1A,Public electricity and heat production,RO,Romania,2020,,6890,,,,,
dataflow,ESTAT:ENV_AIR_EMIS(1.0),Air pollutants by source sector,A,Annual,T,Tonne,CO,Carbon monoxide,NFR1A1A,Public electricity and heat production,RO,Romania,2021,,7160,,,,,
dataflow,ESTAT:ENV_AIR_EMIS(1.0),Air pollutants by source sector,A,Annual,T,Tonne,CO,Carbon monoxide,NFR1A1A,Public electricity and heat production,RO,Romania,2022,,6640,,,,,
dataflow,ESTAT:ENV_AIR_EMIS(1.0),Air pollutants by source sector,A,Annual,T,Tonne,CO,Carbon monoxide,NFR1A1A,Public electricity and heat production,RO,Romania,2023,,6100,,,,,
dataflow,ESTAT:ENV_AIR_EMIS(1.0),Air pollutants by source sector,A,Annual,T,Tonne,CO,Carbon monoxide,NFR1A1A,Public electricity and heat production,SE,Sweden,2014,,5010,,,,,
dataflow,ESTAT:ENV_AIR_EMIS(1.0),Air pollutants by source sector,A,Annual,T,Tonne,CO,Carbon monoxide,NFR1A1A,Public electricity and heat production,SE,Sweden,2015,,5070,,,,,
dataflow,ESTAT:ENV_AIR_EMIS(1.0),Air pollutants by source sector,A,Annual,T,Tonne,CO,Carbon monoxide,NFR1A1A,Public electricity and heat production,SE,Sweden,2016,,5510,,,,,
dataflow,ESTAT:ENV_AIR_EMIS(1.0),Air pollutants by source sector,A,Annual,T,Tonne,CO,Carbon monoxide,NFR1A1A,Public electricity and heat production,SE,Sweden,2017,,5480,,,,,
dataflow,ESTAT:ENV_AIR_EMIS(1.0),Air pollutants by source sector,A,Annual,T,Tonne,CO,Carbon monoxide,NFR1A1A,Public electricity and heat production,SE,Sweden,2018,,5510,,,,,
dataflow,ESTAT:ENV_AIR_EMIS(1.0),Air pollutants by source sector,A,Annual,T,Tonne,CO,Carbon monoxide,NFR1A1A,Public electricity and heat production,SE,Sweden,2019,,5420,,,,,
dataflow,ESTAT:ENV_AIR_EMIS(1.0),Air pollutants by source sector,A,Annual,T,Tonne,CO,Carbon monoxide,NFR1A1A,Public electricity and heat production,SE,Sweden,2020,,4750,,,,,
dataflow,ESTAT:ENV_AIR_EMIS(1.0),Air pollutants by source sector,A,Annual,T,Tonne,CO,Carbon monoxide,NFR1A1A,Public electricity and heat production,SE,Sweden,2021,,5740,,,,,
dataflow,ESTAT:ENV_AIR_EMIS(1.0),Air pollutants by source sector,A,Annual,T,Tonne,CO,Carbon monoxide,NFR1A1A,Public electricity and heat production,SE,Sweden,2022,,5510,,,,,
dataflow,ESTAT:ENV_AIR_EMIS(1.0),Air pollutants by source sector,A,Annual,T,Tonne,CO,Carbon monoxide,NFR1A1A,Public electricity and heat production,SE,Sweden,2023,,5380,,,,,
dataflow,ESTAT:ENV_AIR_EMIS(1.0),Air pollutants by source sector,A,Annual,T,Tonne,CO,Carbon monoxide,NFR1A1A,Public electricity and heat production,SI,Slovenia,2014,,1160,,,,,
dataflow,ESTAT:ENV_AIR_EMIS(1.0),Air pollutants by source sector,A,Annual,T,Tonne,CO,Carbon monoxide,NFR1A1A,Public electricity and heat production,SI,Slovenia,2015,,990,,,,,
dataflow,ESTAT:ENV_AIR_EMIS(1.0),Air pollutants by source sector,A,Annual,T,Tonne,CO,Carbon monoxide,NFR1A1A,Public electricity and heat production,SI,Slovenia,2016,,1130,,,,,
dataflow,ESTAT:ENV_AIR_EMIS(1.0),Air pollutants by source sector,A,Annual,T,Tonne,CO,Carbon monoxide,NFR1A1A,Public electricity and heat production,SI,Slovenia,2017,,1370,,,,,
dataflow,ESTAT:ENV_AIR_EMIS(1.0),Air pollutants by source sector,A,Annual,T,Tonne,CO,Carbon monoxide,NFR1A1A,Public electricity and heat production,SI,Slovenia,2018,,1300,,,,,
dataflow,ESTAT:ENV_AIR_EMIS(1.0),Air pollutants by source sector,A,Annual,T,Tonne,CO,Carbon monoxide,NFR1A1A,Public electricity and heat production,SI,Slovenia,2019,,1310,,,,,
dataflow,ESTAT:ENV_AIR_EMIS(1.0),Air pollutants by source sector,A,Annual,T,Tonne,CO,Carbon monoxide,NFR1A1A,Public electricity and heat production,SI,Slovenia,2020,,1330,,,,,
dataflow,ESTAT:ENV_AIR_EMIS(1.0),Air pollutants by source sector,A,Annual,T,Tonne,CO,Carbon monoxide,NFR1A1A,Public electricity and heat production,SI,Slovenia,2021,,1410,,,,,
dataflow,ESTAT:ENV_AIR_EMIS(1.0),Air pollutants by source sector,A,Annual,T,Tonne,CO,Carbon monoxide,NFR1A1A,Public electricity and heat production,SI,Slovenia,2022,,1200,,,,,
dataflow,ESTAT:ENV_AIR_EMIS(1.0),Air pollutants by source sector,A,Annual,T,Tonne,CO,Carbon monoxide,NFR1A1A,Public electricity and heat production,SI,Slovenia,2023,,1180,,,,,
dataflow,ESTAT:ENV_AIR_EMIS(1.0),Air pollutants by source sector,A,Annual,T,Tonne,CO,Carbon monoxide,NFR1A1A,Public electricity and heat production,SK,Slovakia,2014,,1680,,,,,
dataflow,ESTAT:ENV_AIR_EMIS(1.0),Air pollutants by source sector,A,Annual,T,Tonne,CO,Carbon monoxide,NFR1A1A,Public electricity and heat production,SK,Slovakia,2015,,1670,,,,,
dataflow,ESTAT:ENV_AIR_EMIS(1.0),Air pollutants by source sector,A,Annual,T,Tonne,CO,Carbon monoxide,NFR1A1A,Public electricity and heat production,SK,Slovakia,2016,,2170,,,,,
dataflow,ESTAT:ENV_AIR_EMIS(1.0),Air pollutants by source sector,A,Annual,T,Tonne,CO,Carbon monoxide,NFR1A1A,Public electricity and heat production,SK,Slovakia,2017,,1770,,,,,
dataflow,ESTAT:ENV_AIR_EMIS(1.0),Air pollutants by source sector,A,Annual,T,Tonne,CO,Carbon monoxide,NFR1A1A,Public electricity and heat production,SK,Slovakia,2018,,1570,,,,,
dataflow,ESTAT:ENV_AIR_EMIS(1.0),Air pollutants by source sector,A,Annual,T,Tonne,CO,Carbon monoxide,NFR1A1A,Public electricity and heat production,SK,Slovakia,2019,,1420,,,,,
dataflow,ESTAT:ENV_AIR_EMIS(1.0),Air pollutants by source sector,A,Annual,T,Tonne,CO,Carbon monoxide,NFR1A1A,Public electricity and heat production,SK,Slovakia,2020,,1450,,,,,
dataflow,ESTAT:ENV_AIR_EMIS(1.0),Air pollutants by source sector,A,Annual,T,Tonne,CO,Carbon monoxide,NFR1A1A,Public electricity and heat production,SK,Slovakia,2021,,1870,,,,,
dataflow,ESTAT:ENV_AIR_EMIS(1.0),Air pollutants by source sector,A,Annual,T,Tonne,CO,Carbon monoxide,NFR1A1A,Public electricity and heat production,SK,Slovakia,2022,,1870,,,,,
dataflow,ESTAT:ENV_AIR_EMIS(1.0),Air pollutants by source sector,A,Annual,T,Tonne,CO,Carbon monoxide,NFR1A1A,Public electricity and heat production,SK,Slovakia,2023,,1700,,,,,
dataflow,ESTAT:ENV_AIR_EMIS(1.0),Air pollutants by source sector,A,Annual,T,Tonne,CO,Carbon monoxide,NFR1A1A,Public electricity and heat production,TR,Türkiye,2014,,43940,,,,,
dataflow,ESTAT:ENV_AIR_EMIS(1.0),Air pollutants by source sector,A,Annual,T,Tonne,CO,Carbon monoxide,NFR1A1A,Public electricity and heat production,TR,Türkiye,2015,,35850,,,,,
dataflow,ESTAT:ENV_AIR_EMIS(1.0),Air pollutants by source sector,A,Annual,T,Tonne,CO,Carbon monoxide,NFR1A1A,Public electricity and heat production,TR,Türkiye,2016,,35660,,,,,
dataflow,ESTAT:ENV_AIR_EMIS(1.0),Air pollutants by source sector,A,Annual,T,Tonne,CO,Carbon monoxide,NFR1A1A,Public electricity and heat production,TR,Türkiye,2017,,41200,,,,,
dataflow,ESTAT:ENV_AIR_EMIS(1.0),Air pollutants by source sector,A,Annual,T,Tonne,CO,Carbon monoxide,NFR1A1A,Public electricity and heat production,TR,Türkiye,2018,,37870,,,,,
dataflow,ESTAT:ENV_AIR_EMIS(1.0),Air pollutants by source sector,A,Annual,T,Tonne,CO,Carbon monoxide,NFR1A1A,Public electricity and heat production,TR,Türkiye,2019,,29700,,,,,
dataflow,ESTAT:ENV_AIR_EMIS(1.0),Air pollutants by source sector,A,Annual,T,Tonne,CO,Carbon monoxide,NFR1A1A,Public electricity and heat production,TR,Türkiye,2020,,32420,,,,,
dataflow,ESTAT:ENV_AIR_EMIS(1.0),Air pollutants by source sector,A,Annual,T,Tonne,CO,Carbon monoxide,NFR1A1A,Public electricity and heat production,TR,Türkiye,2021,,44600,,,,,
dataflow,ESTAT:ENV_AIR_EMIS(1.0),Air pollutants by source sector,A,Annual,T,Tonne,CO,Carbon monoxide,NFR1A1A,Public electricity and heat production,TR,Türkiye,2022,,38670,,,,,
dataflow,ESTAT:ENV_AIR_EMIS(1.0),Air pollutants by source sector,A,Annual,T,Tonne,CO,Carbon monoxide,NFR1A1A,Public electricity and heat production,TR,Türkiye,2023,,37850,,,,,
