STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,freq,Time frequency,unit,Unit of measure,inet_tec,Internet technologies,terrtypo,Territorial typology,geo,Geopolitical entity (reporting),TIME_PERIOD,Time,OBS_VALUE,Observation value,OBS_FLAG,Observation status (Flag) V2 structure,CONF_STATUS,Confidentiality status (flag)
dataflow,ESTAT:SDG_17_60(1.0),"High-speed internet coverage, by type of area",A,Annual,PC_HH,Percentage of households,VHCN_FX,Fixed very high capacity networks (VHCN),TOTAL,Total,LT,Lithuania,2024,,78.3,,,,,
dataflow,ESTAT:SDG_17_60(1.0),"High-speed internet coverage, by type of area",A,Annual,PC_HH,Percentage of households,VHCN_FX,Fixed very high capacity networks (VHCN),TOTAL,Total,LU,Luxembourg,2019,,90.7,,,,,
dataflow,ESTAT:SDG_17_60(1.0),"High-speed internet coverage, by type of area",A,Annual,PC_HH,Percentage of households,VHCN_FX,Fixed very high capacity networks (VHCN),TOTAL,Total,LU,Luxembourg,2020,,91.7,,,,,
dataflow,ESTAT:SDG_17_60(1.0),"High-speed internet coverage, by type of area",A,Annual,PC_HH,Percentage of households,VHCN_FX,Fixed very high capacity networks (VHCN),TOTAL,Total,LU,Luxembourg,2021,,92.6,,,,,
dataflow,ESTAT:SDG_17_60(1.0),"High-speed internet coverage, by type of area",A,Annual,PC_HH,Percentage of households,VHCN_FX,Fixed very high capacity networks (VHCN),TOTAL,Total,LU,Luxembourg,2022,,93.3,,,,,
dataflow,ESTAT:SDG_17_60(1.0),"High-speed internet coverage, by type of area",A,Annual,PC_HH,Percentage of households,VHCN_FX,Fixed very high capacity networks (VHCN),TOTAL,Total,LU,Luxembourg,2023,,94.7,,,,,
dataflow,ESTAT:SDG_17_60(1.0),"High-speed internet coverage, by type of area",A,Annual,PC_HH,Percentage of households,VHCN_FX,Fixed very high capacity networks (VHCN),TOTAL,Total,LU,Luxembourg,2024,,95.2,,,,,
dataflow,ESTAT:SDG_17_60(1.0),"High-speed internet coverage, by type of area",A,Annual,PC_HH,Percentage of households,VHCN_FX,Fixed very high capacity networks (VHCN),TOTAL,Total,LV,Latvia,2019,,58.3,,,,,
dataflow,ESTAT:SDG_17_60(1.0),"High-speed internet coverage, by type of area",A,Annual,PC_HH,Percentage of households,VHCN_FX,Fixed very high capacity networks (VHCN),TOTAL,Total,LV,Latvia,2020,,59.8,,,,,
dataflow,ESTAT:SDG_17_60(1.0),"High-speed internet coverage, by type of area",A,Annual,PC_HH,Percentage of households,VHCN_FX,Fixed very high capacity networks (VHCN),TOTAL,Total,LV,Latvia,2021,,62.5,,,,,
dataflow,ESTAT:SDG_17_60(1.0),"High-speed internet coverage, by type of area",A,Annual,PC_HH,Percentage of households,VHCN_FX,Fixed very high capacity networks (VHCN),TOTAL,Total,LV,Latvia,2022,,62.7,,,,,
dataflow,ESTAT:SDG_17_60(1.0),"High-speed internet coverage, by type of area",A,Annual,PC_HH,Percentage of households,VHCN_FX,Fixed very high capacity networks (VHCN),TOTAL,Total,LV,Latvia,2023,,68,,,,,
dataflow,ESTAT:SDG_17_60(1.0),"High-speed internet coverage, by type of area",A,Annual,PC_HH,Percentage of households,VHCN_FX,Fixed very high capacity networks (VHCN),TOTAL,Total,LV,Latvia,2024,,68.1,,,,,
dataflow,ESTAT:SDG_17_60(1.0),"High-speed internet coverage, by type of area",A,Annual,PC_HH,Percentage of households,VHCN_FX,Fixed very high capacity networks (VHCN),TOTAL,Total,MT,Malta,2019,,100,,,,,
dataflow,ESTAT:SDG_17_60(1.0),"High-speed internet coverage, by type of area",A,Annual,PC_HH,Percentage of households,VHCN_FX,Fixed very high capacity networks (VHCN),TOTAL,Total,MT,Malta,2020,,100,,,,,
dataflow,ESTAT:SDG_17_60(1.0),"High-speed internet coverage, by type of area",A,Annual,PC_HH,Percentage of households,VHCN_FX,Fixed very high capacity networks (VHCN),TOTAL,Total,MT,Malta,2021,,100,,,,,
dataflow,ESTAT:SDG_17_60(1.0),"High-speed internet coverage, by type of area",A,Annual,PC_HH,Percentage of households,VHCN_FX,Fixed very high capacity networks (VHCN),TOTAL,Total,MT,Malta,2022,,100,,,,,
dataflow,ESTAT:SDG_17_60(1.0),"High-speed internet coverage, by type of area",A,Annual,PC_HH,Percentage of households,VHCN_FX,Fixed very high capacity networks (VHCN),TOTAL,Total,MT,Malta,2023,,100,,,,,
dataflow,ESTAT:SDG_17_60(1.0),"High-speed internet coverage, by type of area",A,Annual,PC_HH,Percentage of households,VHCN_FX,Fixed very high capacity networks (VHCN),TOTAL,Total,MT,Malta,2024,,100,,,,,
dataflow,ESTAT:SDG_17_60(1.0),"High-speed internet coverage, by type of area",A,Annual,PC_HH,Percentage of households,VHCN_FX,Fixed very high capacity networks (VHCN),TOTAL,Total,NL,Netherlands,2019,,88.6,,,,,
dataflow,ESTAT:SDG_17_60(1.0),"High-speed internet coverage, by type of area",A,Annual,PC_HH,Percentage of households,VHCN_FX,Fixed very high capacity networks (VHCN),TOTAL,Total,NL,Netherlands,2020,,89.8,,,,,
dataflow,ESTAT:SDG_17_60(1.0),"High-speed internet coverage, by type of area",A,Annual,PC_HH,Percentage of households,VHCN_FX,Fixed very high capacity networks (VHCN),TOTAL,Total,NL,Netherlands,2021,,90.6,,,,,
dataflow,ESTAT:SDG_17_60(1.0),"High-speed internet coverage, by type of area",A,Annual,PC_HH,Percentage of households,VHCN_FX,Fixed very high capacity networks (VHCN),TOTAL,Total,NL,Netherlands,2022,,97.8,,,,,
dataflow,ESTAT:SDG_17_60(1.0),"High-speed internet coverage, by type of area",A,Annual,PC_HH,Percentage of households,VHCN_FX,Fixed very high capacity networks (VHCN),TOTAL,Total,NL,Netherlands,2023,,98.3,,,,,
dataflow,ESTAT:SDG_17_60(1.0),"High-speed internet coverage, by type of area",A,Annual,PC_HH,Percentage of households,VHCN_FX,Fixed very high capacity networks (VHCN),TOTAL,Total,NL,Netherlands,2024,,98.4,,,,,
dataflow,ESTAT:SDG_17_60(1.0),"High-speed internet coverage, by type of area",A,Annual,PC_HH,Percentage of households,VHCN_FX,Fixed very high capacity networks (VHCN),TOTAL,Total,NO,Norway,2019,,71.4,,,,,
dataflow,ESTAT:SDG_17_60(1.0),"High-speed internet coverage, by type of area",A,Annual,PC_HH,Percentage of households,VHCN_FX,Fixed very high capacity networks (VHCN),TOTAL,Total,NO,Norway,2020,,73.7,,,,,
dataflow,ESTAT:SDG_17_60(1.0),"High-speed internet coverage, by type of area",A,Annual,PC_HH,Percentage of households,VHCN_FX,Fixed very high capacity networks (VHCN),TOTAL,Total,NO,Norway,2021,,75.8,,,,,
dataflow,ESTAT:SDG_17_60(1.0),"High-speed internet coverage, by type of area",A,Annual,PC_HH,Percentage of households,VHCN_FX,Fixed very high capacity networks (VHCN),TOTAL,Total,NO,Norway,2022,,81.9,,,,,
dataflow,ESTAT:SDG_17_60(1.0),"High-speed internet coverage, by type of area",A,Annual,PC_HH,Percentage of households,VHCN_FX,Fixed very high capacity networks (VHCN),TOTAL,Total,NO,Norway,2023,,93.1,,,,,
dataflow,ESTAT:SDG_17_60(1.0),"High-speed internet coverage, by type of area",A,Annual,PC_HH,Percentage of households,VHCN_FX,Fixed very high capacity networks (VHCN),TOTAL,Total,NO,Norway,2024,,95.4,,,,,
dataflow,ESTAT:SDG_17_60(1.0),"High-speed internet coverage, by type of area",A,Annual,PC_HH,Percentage of households,VHCN_FX,Fixed very high capacity networks (VHCN),TOTAL,Total,PL,Poland,2019,,60.3,,,,,
dataflow,ESTAT:SDG_17_60(1.0),"High-speed internet coverage, by type of area",A,Annual,PC_HH,Percentage of households,VHCN_FX,Fixed very high capacity networks (VHCN),TOTAL,Total,PL,Poland,2020,,64.6,,,,,
dataflow,ESTAT:SDG_17_60(1.0),"High-speed internet coverage, by type of area",A,Annual,PC_HH,Percentage of households,VHCN_FX,Fixed very high capacity networks (VHCN),TOTAL,Total,PL,Poland,2021,,70,,,,,
dataflow,ESTAT:SDG_17_60(1.0),"High-speed internet coverage, by type of area",A,Annual,PC_HH,Percentage of households,VHCN_FX,Fixed very high capacity networks (VHCN),TOTAL,Total,PL,Poland,2022,,70.7,,,,,
dataflow,ESTAT:SDG_17_60(1.0),"High-speed internet coverage, by type of area",A,Annual,PC_HH,Percentage of households,VHCN_FX,Fixed very high capacity networks (VHCN),TOTAL,Total,PL,Poland,2023,,81.1,,,,,
dataflow,ESTAT:SDG_17_60(1.0),"High-speed internet coverage, by type of area",A,Annual,PC_HH,Percentage of households,VHCN_FX,Fixed very high capacity networks (VHCN),TOTAL,Total,PL,Poland,2024,,83.8,,,,,
dataflow,ESTAT:SDG_17_60(1.0),"High-speed internet coverage, by type of area",A,Annual,PC_HH,Percentage of households,VHCN_FX,Fixed very high capacity networks (VHCN),TOTAL,Total,PT,Portugal,2019,,83,,,,,
dataflow,ESTAT:SDG_17_60(1.0),"High-speed internet coverage, by type of area",A,Annual,PC_HH,Percentage of households,VHCN_FX,Fixed very high capacity networks (VHCN),TOTAL,Total,PT,Portugal,2020,,86.6,,,,,
dataflow,ESTAT:SDG_17_60(1.0),"High-speed internet coverage, by type of area",A,Annual,PC_HH,Percentage of households,VHCN_FX,Fixed very high capacity networks (VHCN),TOTAL,Total,PT,Portugal,2021,,90.5,,,,,
dataflow,ESTAT:SDG_17_60(1.0),"High-speed internet coverage, by type of area",A,Annual,PC_HH,Percentage of households,VHCN_FX,Fixed very high capacity networks (VHCN),TOTAL,Total,PT,Portugal,2022,,93,,,,,
dataflow,ESTAT:SDG_17_60(1.0),"High-speed internet coverage, by type of area",A,Annual,PC_HH,Percentage of households,VHCN_FX,Fixed very high capacity networks (VHCN),TOTAL,Total,PT,Portugal,2023,,94.2,,,,,
dataflow,ESTAT:SDG_17_60(1.0),"High-speed internet coverage, by type of area",A,Annual,PC_HH,Percentage of households,VHCN_FX,Fixed very high capacity networks (VHCN),TOTAL,Total,PT,Portugal,2024,,94.6,,,,,
dataflow,ESTAT:SDG_17_60(1.0),"High-speed internet coverage, by type of area",A,Annual,PC_HH,Percentage of households,VHCN_FX,Fixed very high capacity networks (VHCN),TOTAL,Total,RO,Romania,2019,,68.1,,,,,
dataflow,ESTAT:SDG_17_60(1.0),"High-speed internet coverage, by type of area",A,Annual,PC_HH,Percentage of households,VHCN_FX,Fixed very high capacity networks (VHCN),TOTAL,Total,RO,Romania,2020,,75.9,,,,,
dataflow,ESTAT:SDG_17_60(1.0),"High-speed internet coverage, by type of area",A,Annual,PC_HH,Percentage of households,VHCN_FX,Fixed very high capacity networks (VHCN),TOTAL,Total,RO,Romania,2021,,87.1,,,,,
dataflow,ESTAT:SDG_17_60(1.0),"High-speed internet coverage, by type of area",A,Annual,PC_HH,Percentage of households,VHCN_FX,Fixed very high capacity networks (VHCN),TOTAL,Total,RO,Romania,2022,,95.6,,,,,
dataflow,ESTAT:SDG_17_60(1.0),"High-speed internet coverage, by type of area",A,Annual,PC_HH,Percentage of households,VHCN_FX,Fixed very high capacity networks (VHCN),TOTAL,Total,RO,Romania,2023,,95,,,,,
dataflow,ESTAT:SDG_17_60(1.0),"High-speed internet coverage, by type of area",A,Annual,PC_HH,Percentage of households,VHCN_FX,Fixed very high capacity networks (VHCN),TOTAL,Total,RO,Romania,2024,,95.9,,,,,
dataflow,ESTAT:SDG_17_60(1.0),"High-speed internet coverage, by type of area",A,Annual,PC_HH,Percentage of households,VHCN_FX,Fixed very high capacity networks (VHCN),TOTAL,Total,SE,Sweden,2019,,77.1,,,,,
dataflow,ESTAT:SDG_17_60(1.0),"High-speed internet coverage, by type of area",A,Annual,PC_HH,Percentage of households,VHCN_FX,Fixed very high capacity networks (VHCN),TOTAL,Total,SE,Sweden,2020,,80.5,,,,,
dataflow,ESTAT:SDG_17_60(1.0),"High-speed internet coverage, by type of area",A,Annual,PC_HH,Percentage of households,VHCN_FX,Fixed very high capacity networks (VHCN),TOTAL,Total,SE,Sweden,2021,,82.5,,,,,
dataflow,ESTAT:SDG_17_60(1.0),"High-speed internet coverage, by type of area",A,Annual,PC_HH,Percentage of households,VHCN_FX,Fixed very high capacity networks (VHCN),TOTAL,Total,SE,Sweden,2022,,81.6,,,,,
dataflow,ESTAT:SDG_17_60(1.0),"High-speed internet coverage, by type of area",A,Annual,PC_HH,Percentage of households,VHCN_FX,Fixed very high capacity networks (VHCN),TOTAL,Total,SE,Sweden,2023,,88.5,,,,,
dataflow,ESTAT:SDG_17_60(1.0),"High-speed internet coverage, by type of area",A,Annual,PC_HH,Percentage of households,VHCN_FX,Fixed very high capacity networks (VHCN),TOTAL,Total,SE,Sweden,2024,,89.7,,,,,
dataflow,ESTAT:SDG_17_60(1.0),"High-speed internet coverage, by type of area",A,Annual,PC_HH,Percentage of households,VHCN_FX,Fixed very high capacity networks (VHCN),TOTAL,Total,SI,Slovenia,2019,,63.8,,,,,
dataflow,ESTAT:SDG_17_60(1.0),"High-speed internet coverage, by type of area",A,Annual,PC_HH,Percentage of households,VHCN_FX,Fixed very high capacity networks (VHCN),TOTAL,Total,SI,Slovenia,2020,,65.6,,,,,
dataflow,ESTAT:SDG_17_60(1.0),"High-speed internet coverage, by type of area",A,Annual,PC_HH,Percentage of households,VHCN_FX,Fixed very high capacity networks (VHCN),TOTAL,Total,SI,Slovenia,2021,,72.4,,,,,
dataflow,ESTAT:SDG_17_60(1.0),"High-speed internet coverage, by type of area",A,Annual,PC_HH,Percentage of households,VHCN_FX,Fixed very high capacity networks (VHCN),TOTAL,Total,SI,Slovenia,2022,,75.5,,,,,
dataflow,ESTAT:SDG_17_60(1.0),"High-speed internet coverage, by type of area",A,Annual,PC_HH,Percentage of households,VHCN_FX,Fixed very high capacity networks (VHCN),TOTAL,Total,SI,Slovenia,2023,,78.5,,,,,
dataflow,ESTAT:SDG_17_60(1.0),"High-speed internet coverage, by type of area",A,Annual,PC_HH,Percentage of households,VHCN_FX,Fixed very high capacity networks (VHCN),TOTAL,Total,SI,Slovenia,2024,,79.6,,,,,
dataflow,ESTAT:SDG_17_60(1.0),"High-speed internet coverage, by type of area",A,Annual,PC_HH,Percentage of households,VHCN_FX,Fixed very high capacity networks (VHCN),TOTAL,Total,SK,Slovakia,2019,,45.5,,,,,
dataflow,ESTAT:SDG_17_60(1.0),"High-speed internet coverage, by type of area",A,Annual,PC_HH,Percentage of households,VHCN_FX,Fixed very high capacity networks (VHCN),TOTAL,Total,SK,Slovakia,2020,,50.2,,,,,
dataflow,ESTAT:SDG_17_60(1.0),"High-speed internet coverage, by type of area",A,Annual,PC_HH,Percentage of households,VHCN_FX,Fixed very high capacity networks (VHCN),TOTAL,Total,SK,Slovakia,2021,,66.7,,,,,
dataflow,ESTAT:SDG_17_60(1.0),"High-speed internet coverage, by type of area",A,Annual,PC_HH,Percentage of households,VHCN_FX,Fixed very high capacity networks (VHCN),TOTAL,Total,SK,Slovakia,2022,,71.3,,,,,
dataflow,ESTAT:SDG_17_60(1.0),"High-speed internet coverage, by type of area",A,Annual,PC_HH,Percentage of households,VHCN_FX,Fixed very high capacity networks (VHCN),TOTAL,Total,SK,Slovakia,2023,,69.1,,,,,
dataflow,ESTAT:SDG_17_60(1.0),"High-speed internet coverage, by type of area",A,Annual,PC_HH,Percentage of households,VHCN_FX,Fixed very high capacity networks (VHCN),TOTAL,Total,SK,Slovakia,2024,,73,,,,,
dataflow,ESTAT:SDG_17_60(1.0),"High-speed internet coverage, by type of area",A,Annual,PC_HH,Percentage of households,VHCN_FX,Fixed very high capacity networks (VHCN),TOTAL,Total,UK,United Kingdom,2019,,8.5,,,,,
dataflow,ESTAT:SDG_17_60(1.0),"High-speed internet coverage, by type of area",A,Annual,PC_HH,Percentage of households,VHCN_FX,Fixed very high capacity networks (VHCN),TOTAL,Total,UK,United Kingdom,2020,,21,,,,,
dataflow,ESTAT:SDG_17_60(1.0),"High-speed internet coverage, by type of area",A,Annual,PC_HH,Percentage of households,VHCN_FX,Fixed very high capacity networks (VHCN),TOTAL,Total,UK,United Kingdom,2021,,39.9,,,,,
dataflow,ESTAT:SDG_17_60(1.0),"High-speed internet coverage, by type of area",A,Annual,PC_HH,Percentage of households,VHCN_FX,Fixed very high capacity networks (VHCN),TOTAL,Total,UK,United Kingdom,2022,,66.2,,,,,
dataflow,ESTAT:SDG_17_60(1.0),"High-speed internet coverage, by type of area",A,Annual,PC_HH,Percentage of households,VHCN_FX,Fixed very high capacity networks (VHCN),TOTAL,Total,UK,United Kingdom,2023,,74.7,,,,,
dataflow,ESTAT:SDG_17_60(1.0),"High-speed internet coverage, by type of area",A,Annual,PC_HH,Percentage of households,VHCN_FX,Fixed very high capacity networks (VHCN),TOTAL,Total,UK,United Kingdom,2024,,82.9,,,,,
